Travel_type,Price_per_night,Distance_to_center,Review_count,Room_size,Host_response_time,Has_fast_wifi,Has_dedicated_workspace,Has_parking,Has_gym,Has_breakfast,Has_kitchen,Has_pool,Has_laundry,Amenities_comfort_extra,Amenities_luxury_extra,Satisfaction,Would_recommend
Business,241.58334039925717,14.599177857529863,147,85.87217815734873,36.265623649469596,1,1,1,1,1,1,1,1,1,0,2.767395309172514,0
Business,211.32184939956548,16.83993845219543,87,84.09735126027186,97.88856960143313,1,1,1,1,1,1,1,1,4,1,1.0,0
Pleasure,287.81704937253465,14.947537105041235,366,62.13433168746208,139.12803874830522,1,1,1,1,1,1,1,1,2,3,6.362683223566406,1
Pleasure,233.74536180307805,2.600950161121496,111,17.7585995314286,146.40591767392507,1,1,1,1,1,1,1,1,3,1,7.4500481244974015,1
Business,98.20371785876142,10.855006568802928,90,30.722957812886623,23.346217194784824,1,1,1,0,0,0,0,1,0,0,2.4908844441718694,0
Pleasure,492.5039706580501,14.677604699167482,441,61.21965327072472,13.37713572618606,0,0,0,0,1,0,1,1,0,0,1.0,0
Business,298.3539793974392,5.287777551387947,246,118.13721232207304,110.04807943458772,1,1,1,1,1,1,1,1,4,2,7.72951241755588,1
Business,158.07581901382292,16.63098382753226,91,18.494286072045007,170.46436851986985,0,1,1,1,0,0,0,1,0,0,1.0,0
Business,237.00297162840877,7.163798493762279,67,65.64004549900615,158.05307269471734,1,1,1,1,1,1,1,1,1,1,3.9300232305542013,1
Business,412.6402867863312,15.70641148959073,367,49.36042000536506,214.69225824725126,1,1,1,1,1,1,1,1,3,3,1.1811022234935957,0
Pleasure,339.1363509071577,14.570636035136864,277,50.50266235090771,127.78427501969786,1,1,0,0,1,1,1,1,0,0,3.679832253269457,0
Pleasure,219.14781610140923,7.644932836235614,281,30.868298154134816,177.596293314401,1,1,1,1,1,1,1,1,1,0,7.663567873710216,1
Business,275.78588344886276,10.526532594595885,388,63.145910511711996,156.71858015782604,1,1,1,1,0,1,1,1,0,0,1.9434129460909886,0
Pleasure,95.56962764213644,11.498872075703394,432,68.54617691925674,73.67264920883535,1,0,1,0,1,1,1,1,0,0,7.773958232332162,1
Pleasure,367.9620211058872,14.228162741092575,219,72.16394607235775,42.342238685167686,1,1,1,1,1,1,1,1,2,3,3.7368000102098975,0
Pleasure,221.62461938505288,5.149004382708984,412,51.850503816852296,70.11928109141542,1,1,1,1,1,1,1,1,3,3,10.0,1
Pleasure,422.7469589043088,11.269348962672032,83,107.86109572064719,19.460612010733783,1,1,1,1,1,1,1,1,1,1,2.1644040048758617,0
Business,336.06095687359675,15.244840269959317,443,33.75479214159138,26.51466158515131,1,1,1,0,0,1,1,0,0,0,1.0,0
Business,242.9764769297873,2.9340623728516846,375,75.83712009807319,99.93701184330135,1,1,1,1,1,1,1,1,0,0,6.5715263681985485,1
Business,219.06416424278663,11.187718405822668,350,80.98721498751695,87.53732900036925,1,1,1,1,1,1,1,1,7,1,5.527966741575654,0
Pleasure,327.0094826466253,0.8459889762294592,77,31.50353898506395,163.7933709103379,1,1,1,1,1,1,1,1,2,7,6.661789064228152,0
Pleasure,120.90787802597576,14.960966193916699,495,106.88611382983257,137.80682219676723,1,1,1,1,1,1,1,1,0,0,7.844742797785656,0
Business,96.90770316186453,17.723856970125272,106,113.99578213913195,9.43244926438757,1,0,1,0,0,1,0,1,0,0,1.0,0
Pleasure,278.83795853414784,17.865287413054748,408,25.758396829854913,230.89362011326563,1,1,1,1,1,1,1,1,2,0,8.13413805830859,1
Pleasure,393.85222768784325,3.445396932193434,110,55.54353501741763,220.98617286605543,1,1,1,1,1,1,1,1,0,0,3.0068408113078364,0
Pleasure,277.61507443931936,5.258635386715689,324,82.36100545128802,100.43580000283633,1,1,1,1,1,1,0,1,0,0,7.029493648347273,1
Business,169.84210038776214,3.61424831576866,265,107.54115378083466,57.3504600528325,1,1,1,1,1,1,1,1,3,3,8.8377086972749,1
Business,150.79145765775516,2.8545031787165986,460,50.982592094870874,227.501956544072,1,1,1,1,1,1,1,1,2,1,7.034480827049926,0
Business,408.37643242994443,0.4630072197748669,114,93.77744140682553,22.708361708929573,1,1,1,1,1,1,0,1,0,0,8.886214356167889,1
Business,282.8171240058237,14.244777390233361,208,45.99736212628444,239.73392134365977,1,1,1,1,1,1,0,1,0,0,1.0,0
Business,404.24590629194614,15.327703961941486,436,70.17191361726418,19.324300918696828,1,1,1,1,1,1,1,1,4,0,1.4488895268543904,0
Pleasure,65.69269285706578,19.871111546295307,1,44.31662898868693,232.3879255771605,1,0,0,0,1,1,0,0,0,0,2.076020298164301,0
Business,372.5553129827517,12.761265649375444,159,110.82423525348355,176.54898306198126,1,1,1,1,1,1,1,1,2,1,1.7285221390217496,0
Business,200.12826175772992,19.154601981342886,394,89.67552554333835,110.27133275577233,1,1,1,1,1,1,1,1,2,1,1.0,0
Business,437.22431545042986,4.5841144317433,27,82.64162055689316,37.83293182499401,1,1,1,1,1,1,1,1,4,2,7.1132737903095595,1
Business,395.3448288242086,0.026932142979203544,192,103.93840386468905,27.852013130281428,1,1,1,1,1,1,1,1,6,2,10.0,1
Business,355.7505712648496,13.150943038080696,29,32.99340521115455,35.56985743409577,1,1,1,1,1,1,0,1,0,0,1.0,0
Pleasure,373.036250715057,13.415888390552443,419,26.640243111291454,117.32394291676808,1,1,1,1,1,1,1,1,1,0,5.064808164877483,0
Pleasure,280.4360582531335,10.097723702987222,78,35.796579564512705,170.8077093467688,1,1,0,1,0,1,0,1,0,0,4.918488610934701,0
Pleasure,125.61072424962683,3.4640344701810233,432,56.50876501660859,154.10918604581133,1,1,1,1,1,0,1,1,0,0,8.64489595207443,1
Business,219.9043366756979,5.618819693932087,440,55.87402872226155,30.25344966229605,1,1,1,1,1,1,1,1,6,1,8.006975041626172,1
Business,100.10340072387594,8.799710441872708,475,111.35524900136821,132.7476411764198,1,1,0,1,0,0,0,1,0,0,3.1553218921585353,0
Business,342.4238158011693,14.18560393413509,0,91.12257152082528,194.24175720544545,1,1,1,1,1,1,1,1,1,0,1.0,0
Pleasure,197.23152866054306,14.822418197080736,214,52.37725194882272,182.1418657569075,1,1,1,1,1,1,1,1,6,1,6.7948700386053265,1
Pleasure,136.73040379041464,1.0307427153467463,73,117.59668987721841,186.8802726321958,1,1,1,1,1,1,1,1,3,2,9.474853036211675,1
Business,357.80236586978197,17.010828393724115,285,45.9484405060359,87.54858122753136,1,1,1,0,0,0,0,1,0,0,1.0,0
Business,109.22602865447237,11.99174491679847,499,68.60610863452405,201.6001243468638,1,1,1,1,1,1,1,1,4,0,3.338231489454998,1
Business,437.2529956031063,10.555688505511707,201,104.84805874268076,73.13537044574484,1,0,1,1,0,1,0,1,0,0,3.166907319919919,0
Pleasure,154.72506695799353,19.38782813406146,441,97.2014565701303,60.69133803405264,1,1,1,1,1,1,1,1,3,2,8.670705828929359,1
Pleasure,75.62501128683851,4.377498738416881,178,20.118471122113597,20.314847921027663,1,1,1,1,1,1,1,1,4,5,4.811523856907783,0
Business,379.79353488804065,7.993240504225758,260,84.8464277706818,235.23386195793393,1,1,1,1,1,1,1,1,4,2,5.611612685734386,0
Pleasure,495.47316839288277,12.722681414515566,25,105.44585506429871,79.29597420487795,1,1,1,1,1,1,1,1,0,1,1.0,0
Pleasure,469.5187974101265,9.722135178992396,318,110.88551939352205,83.88770281843183,1,1,1,1,1,1,1,1,1,0,2.0171029782462293,0
Pleasure,244.31671203729917,4.380443273623113,284,51.74487299124673,95.34842133992557,1,1,1,1,1,1,1,1,3,6,7.814692035801254,1
Business,412.91825136135554,3.3115678747630484,297,79.66483400584765,197.14746341924646,1,1,1,1,1,1,1,1,3,3,7.08661979529904,1
Business,69.84816382388561,14.934020647722111,173,53.573062918398264,8.290875209014569,0,1,0,0,0,1,0,1,0,0,1.0,0
Business,270.1494177999534,5.799614240055428,6,60.78884677485856,209.5233064663681,1,1,1,1,1,1,1,1,4,2,5.978290559827252,1
Pleasure,448.17629412361975,15.643115948749012,242,117.09202467824899,148.30635115816384,1,1,1,1,1,1,1,1,1,2,2.2538999537734212,0
Pleasure,292.3166332361792,17.479045088917466,320,36.93078957823018,178.5857708501846,1,1,1,1,1,1,1,1,2,4,5.521147378216702,1
Pleasure,251.4323027339051,3.4528313535398114,171,110.91231183575698,72.04342724568141,1,1,1,1,1,1,1,1,4,5,7.999982986871549,1
Business,282.9157615505985,7.7662715687125905,414,111.37795431502026,200.92068478898494,1,1,1,1,1,1,1,1,0,2,6.941861934083715,1
Business,67.10986599547981,0.07099487521288195,77,118.40214283120793,126.41314100514734,1,1,1,1,1,1,1,1,1,0,8.6767042134333,1
Business,333.3978779727196,1.8585991447238803,241,75.26445108531881,193.3887762267142,1,1,1,1,1,1,1,1,2,0,8.24847314037437,1
Pleasure,305.8143386294499,14.902452565164214,495,109.66788330775869,195.87834048404613,1,0,0,0,0,1,1,0,0,0,7.83373074007506,0
Pleasure,234.29128146348992,18.282772872681743,401,61.24320452894405,96.63551586140015,1,1,1,1,1,0,1,1,0,0,7.76380995281648,1
Business,273.22613807020844,14.482869931625464,77,67.63831466361309,146.49458316289864,1,1,0,0,1,0,0,1,0,0,1.0,0
Business,427.85123898486864,16.39941338364029,304,83.6043833788555,101.63818227435262,1,1,1,1,1,1,1,1,4,1,1.8548295110812354,0
Pleasure,223.6053200724579,15.126790409930564,438,76.06331960699004,18.080009050045515,1,1,1,1,1,1,1,1,0,0,8.06674532600393,1
Business,382.1577460111488,1.821160252034446,361,79.45026765630602,113.45837669488019,1,0,1,0,1,1,0,1,0,0,5.844404216396476,1
Business,340.0309758529717,15.144521794686492,268,17.941379237356767,205.96143035329456,1,1,1,1,1,1,1,1,5,1,1.0,0
Business,350.5894153795864,0.23681654695521415,180,86.9122992531388,56.7180648254418,1,1,1,1,1,1,1,1,6,2,10.0,1
Business,488.33194135060256,1.4358567918302412,120,78.54660323585414,234.3793231635626,1,1,1,1,1,1,1,1,5,2,7.8579248553650025,1
Business,130.9032289532857,0.7581571022143541,409,103.97143393781894,219.44668468102728,1,1,1,1,1,1,1,1,3,0,8.428632951774027,1
Pleasure,273.9376018318468,5.111305660299259,247,43.68874328648798,197.51198879838117,1,1,1,1,1,1,1,1,4,1,8.134625218019886,1
Pleasure,464.0983043680518,6.584644381989229,374,113.90375594106702,109.6756311850606,0,1,0,0,1,1,1,1,0,0,4.048427332048528,0
Pleasure,449.87036754624535,17.075890029773312,258,113.928179055102,59.202754870408334,1,1,1,1,1,1,1,1,0,0,3.4928195889353626,0
Pleasure,172.09312371771182,15.176021783697058,92,83.8915645289308,118.74997963381126,1,1,0,1,0,1,1,1,0,0,6.486813363348403,1
Business,423.9573446342582,11.581332419123918,38,95.97818665249945,64.45697671778751,1,1,1,1,1,1,1,1,5,1,2.608203836990808,0
Business,252.38325893416336,9.544546407903017,142,30.45673391966703,220.08864995225744,1,1,1,1,1,1,1,1,4,1,3.4832307464830308,0
Pleasure,150.33899497651072,7.3710421539623745,178,31.61592851392933,123.64724767976895,0,0,1,1,0,1,0,1,0,0,6.214720127041199,0
Pleasure,131.46383338802522,13.513792183796685,420,48.14539045110474,163.45721566715844,1,0,1,0,1,1,0,0,0,0,7.258033685063243,1
Business,360.77958340149786,4.875150631818464,81,83.19887787369365,161.35171670860197,1,1,1,1,1,1,1,1,7,2,8.15818640652214,1
Pleasure,486.2578847014648,5.474552686008158,365,15.673960171444504,92.88195374221958,1,1,0,1,1,1,1,1,0,0,1.9622236750085031,0
Business,143.96137487796577,12.490870645690206,134,40.35100635414435,10.035207978649254,1,1,1,1,1,1,1,1,3,0,2.5025965835814277,0
Pleasure,141.10126653941776,19.036474203346202,416,64.6911735622943,134.93197654561186,1,1,1,1,1,1,1,1,3,3,8.494064723555455,1
Pleasure,197.00155437880784,4.152340170167699,303,108.81361816412048,91.8925029093715,1,1,1,1,1,1,1,1,0,4,8.722146881321848,0
Business,201.97940159257422,2.2867320717272754,460,107.51154143097655,92.93296133445638,1,1,1,1,0,1,0,1,0,0,7.4445775953189,1
Business,403.6989908513839,11.769198348604252,411,28.909184036507206,7.971498993156729,1,1,1,1,1,1,1,1,1,0,3.347830707053662,0
Pleasure,446.57076473526325,19.780026402514494,181,51.53418334910421,82.25405750590542,1,1,1,1,1,1,1,1,1,2,1.0107117474547813,0
Pleasure,482.4780815814212,16.360938383757883,68,106.88814630932889,123.35723050823952,1,1,1,1,1,1,0,1,0,0,1.0,0
Pleasure,425.59427916751986,0.44278791213561375,98,77.57000803605479,142.2805771257393,1,0,1,1,1,1,0,1,0,0,2.9949117804821306,0
Pleasure,170.87358807593702,15.558385487747572,464,98.5536577375979,172.16102314694484,0,1,1,0,1,1,1,0,0,0,8.253323117316517,1
Pleasure,95.41802670442203,6.368371853263042,26,73.32574999232433,212.23383785756278,1,1,1,1,1,1,1,1,1,3,5.121659357576068,0
Pleasure,377.7177282930407,8.864741557873806,415,110.46766745618253,53.02327154449523,1,1,1,1,1,1,1,1,0,0,7.712415584913821,0
Pleasure,471.6903677976016,9.853053630991429,138,38.47599872254485,84.69162818057765,1,1,1,1,1,1,1,0,0,0,1.056271521667057,0
Business,319.84514761260425,5.46457499143205,492,56.499736342063,129.85639437668087,1,1,1,1,0,1,0,1,0,0,3.9741382150877262,0
Pleasure,303.2528700380111,8.439882283137619,297,15.165807846170726,99.57359078380799,1,1,1,1,1,1,1,1,2,4,7.787063654116401,1
Pleasure,430.64445473355596,3.198015801091074,278,87.37975127133151,19.642817292837183,1,1,1,1,1,1,1,1,3,0,4.187335363349764,0
Pleasure,474.31429959172345,19.668416497392197,372,49.31292876624742,23.79766133359603,1,1,0,1,1,1,0,1,0,0,1.7218125892979605,0
Pleasure,309.92464022291153,5.6177036715573685,7,69.46613227064793,78.05522047119865,1,1,0,1,1,1,0,1,0,0,5.0663705582124745,1
Pleasure,279.6116679603848,11.491295209121514,339,96.6383357043323,76.20398124436744,1,1,1,1,1,1,1,1,3,5,7.958249713301092,0
Business,440.9681781759235,2.8891730904893542,375,20.714055134552225,36.54015356575901,1,1,1,1,1,1,1,1,6,3,10.0,1
Pleasure,253.92372636421857,18.759378505366954,309,33.191082927430294,13.22378152818377,1,0,1,0,1,1,0,1,0,0,5.7344232857344215,0
Pleasure,470.31554844328235,4.77413018547336,383,79.34659741006753,229.5054039124246,1,0,1,1,1,1,1,1,0,0,2.570847821588365,0
Business,486.03425418850753,6.212540480569093,258,79.88725622277431,121.50993053764162,1,1,1,1,1,1,0,1,0,0,4.848863383925147,1
Business,445.090927161985,10.47118680174614,273,62.046049347145015,81.99083852384516,1,1,1,1,1,1,1,1,3,1,5.609270447725374,1
Business,265.4970358260378,10.859315139982828,368,38.173930632778415,87.04284962769647,1,1,1,1,1,1,1,1,4,3,4.665924501153921,0
Pleasure,80.14082465859073,1.5058307669387627,84,117.0832812377811,33.69513831561891,1,1,1,0,1,1,0,1,0,0,6.815363386277956,1
Pleasure,199.88467809730884,2.231034102774203,286,97.03236621227732,156.00195395172454,1,1,1,1,1,1,1,1,7,2,9.12226148582545,1
Business,206.93518333060314,9.853656814447007,258,70.41698331361746,96.26706321309116,1,1,1,1,1,1,1,1,2,0,5.0211793362926045,0
Business,283.6867502570172,19.00692017689056,421,86.03867036176209,200.38329716815915,1,1,1,1,0,1,1,1,0,0,1.0,0
Business,498.7264930751215,12.101256882133844,497,62.019149827020776,20.627046282474737,1,1,1,1,1,1,1,1,2,0,2.4221334884804055,0
Business,117.95702397382703,18.738608173103163,138,43.93887075952484,148.66276662791384,1,1,1,1,1,1,1,1,4,1,1.0,0
Business,114.56670972033194,5.302284068941359,413,61.47738004498098,120.37889657400716,1,1,1,1,1,1,1,1,3,2,6.509537842980204,1
Pleasure,391.57400556241964,6.8860426859174595,320,56.721320890791205,119.16216954240991,1,1,1,1,1,1,1,1,1,5,3.3551165003354737,0
Business,193.3034322158718,8.365446590857973,37,71.41935604804455,120.03012099441244,1,1,1,1,0,1,0,1,0,0,3.4549569163688956,0
Business,70.78869716201562,16.49567785868474,420,89.2795209639006,226.37998438977957,1,1,1,1,1,1,1,1,2,0,1.36647514975882,0
Pleasure,460.2226664567003,18.325082622927017,229,66.85709832333433,226.63671792017757,0,1,0,0,0,1,1,1,0,0,1.0,0
Business,255.74048108996826,19.79271676731533,380,94.11780688518432,192.64138048927396,1,1,1,1,1,1,1,1,2,2,1.0,0
Business,327.7865890888564,15.365634075091933,379,101.48230108476034,160.21438264419163,1,1,1,1,0,0,0,1,0,0,1.0,0
Business,150.35222240539187,1.17251224196937,455,87.3268434815399,59.27671286812948,1,1,1,1,0,1,0,1,0,0,7.03293120731513,0
Pleasure,95.59502050611019,3.869054154190814,157,117.2166705899546,236.83561308694456,1,0,1,1,1,1,1,1,0,0,7.691279087548877,1
Business,324.5247351980678,16.40815308673347,16,83.75806164115755,67.15398104569877,1,1,1,1,1,1,1,1,1,0,1.0,0
Pleasure,207.32288787246432,9.52137853264016,443,53.224867873391,105.3707165786611,1,1,1,1,1,1,1,1,2,0,8.971327785231148,1
Business,279.3975068529316,16.075236367492646,462,83.1760739495738,225.17449679592266,1,1,1,1,1,1,1,1,3,0,1.0,0
Business,88.75017785301834,4.986222025667946,163,83.44489702949653,62.92544724965278,1,1,1,1,1,1,1,1,2,1,7.246212231810461,0
Pleasure,267.23500672528644,6.270985636067607,400,38.724317817298555,131.48649893546212,1,1,1,1,1,1,1,1,1,2,7.291004871076682,0
Pleasure,446.79771366943265,2.239061030233589,320,18.759007018740764,6.447834118009975,0,0,1,1,1,1,0,1,0,0,4.1467380823000415,1
Pleasure,461.8108516154884,19.633163310215544,254,20.343427628606953,181.05521362513048,1,1,0,0,0,1,1,1,0,0,1.0,0
Pleasure,153.39178900471177,0.7979061803985332,61,63.59411779221203,97.37352049822348,1,1,1,1,1,1,1,1,5,2,9.580646995965443,0
Pleasure,187.1530531199008,14.928533903776959,387,45.94245861548682,130.12437889123848,1,1,1,1,1,1,1,1,1,0,7.336641625102034,1
Business,195.71080456209145,7.897850162360345,309,39.196059266900484,127.9921346081518,0,1,0,1,0,1,0,1,0,0,4.207856504126596,0
Pleasure,459.5761107952995,13.138330669049203,92,36.83904055654675,172.63939023751448,1,1,1,1,1,1,1,1,3,0,1.0,0
Pleasure,97.41415313602646,14.893205285685593,23,85.11791121667515,28.59129512323187,1,1,1,1,1,1,1,1,3,2,6.265653017670294,0
Pleasure,352.15234769602364,6.104413350967583,347,48.478015181896716,95.77350944790795,1,1,1,1,1,1,1,1,0,0,6.610324646437141,1
Pleasure,187.297563753712,17.132352713640767,491,70.77472510897742,190.06813301781486,1,1,1,1,1,1,1,1,1,1,8.90898056489306,0
Business,361.7449249045957,0.9721985098706831,240,98.7630487340285,63.87240893170791,1,1,1,1,1,1,1,1,5,2,10.0,1
Pleasure,360.93222559467443,3.8130848557281727,88,99.3059192361597,155.45947617055262,1,1,1,1,1,1,1,1,0,0,6.9412935709147865,0
Pleasure,126.95161936600296,9.397774482698642,328,36.19796367951396,68.35468915708238,1,1,1,1,1,1,1,1,3,1,7.534265611231829,1
Pleasure,149.908707514365,14.110447240230863,320,73.06273353602553,162.95293980386643,1,1,1,0,1,1,0,1,0,0,8.275057823588792,1
Business,426.77881106632435,4.088060150999326,213,17.691561849799125,199.49790996676296,1,1,1,1,1,1,1,1,0,2,5.74498850110659,0
Business,278.53019565100135,13.478454415712129,37,65.57834436216007,161.4106663072601,1,1,1,1,1,1,1,1,0,0,1.9052360516639473,0
Pleasure,72.83954695134315,14.540144436468388,328,31.47420641608588,108.2638314333198,1,0,0,1,1,1,0,0,0,0,4.683989945026566,1
Pleasure,115.20617167174153,9.11605658363716,325,73.50290765386367,184.0753546139694,1,1,1,1,1,1,1,1,1,2,7.725315119072029,1
Pleasure,444.8921479128782,17.910593744099927,77,50.838791346033666,223.11834041700715,1,1,1,1,1,1,0,1,0,0,1.3047553709362625,0
Business,88.06960072725114,5.012727125379426,68,27.862077198453402,184.16384743419448,1,1,1,1,1,1,1,1,0,1,5.9033063780073185,1
Pleasure,315.62334827832257,8.088110732302546,301,83.74697846407372,176.443953438053,1,1,1,0,1,1,1,1,0,0,7.115185549282073,1
Business,420.18915638714935,12.381841238215024,480,110.65330966276571,145.77839079773835,1,1,1,1,0,1,0,0,0,0,2.3670122163638787,0
Pleasure,486.92250525288944,5.648794946728339,346,63.40764810104795,10.257543343808225,1,1,1,1,1,1,1,1,0,0,1.0,0
Business,381.8330384775338,19.995206880117916,431,61.11449499030084,225.30898714697332,1,1,1,1,1,1,1,1,4,1,1.0,0
Pleasure,419.2273296003538,10.071964979547399,208,109.96051038566259,117.24152614420318,1,1,1,1,1,1,1,1,0,1,3.641507522438715,0
Business,455.68819368353934,15.493897784153024,44,54.28662537762756,225.14143522386607,1,1,1,1,1,0,0,1,0,0,1.0,0
Business,236.25213235387434,6.688919679656575,291,18.179155369060503,146.8872951604643,1,1,1,1,1,0,0,1,0,0,3.622319561997141,0
Pleasure,85.08946173426389,14.972864181486898,119,65.05391367232215,99.49327307042991,1,1,1,1,1,1,1,1,1,6,4.417389751166359,1
Pleasure,311.1632441802453,12.275338767422493,3,113.06571615138995,170.31084252708837,1,0,0,1,1,1,0,1,0,0,4.870767934195956,0
Pleasure,260.7324615982565,7.34838828664307,184,79.71314749742959,170.84705992777805,1,1,1,1,1,1,1,1,1,0,7.044991617963797,1
Pleasure,354.279069471337,19.47804722555668,350,90.11894067353265,10.907825437853509,1,1,1,1,1,1,1,1,0,2,5.011807529627674,0
Business,383.61511215559887,10.143751045982842,350,103.84427526688667,16.69766439690464,1,1,1,1,1,1,1,1,4,3,4.718654501219425,1
Pleasure,70.11885335240831,5.683883334016606,126,79.44013247919878,162.0056053828822,1,0,1,0,1,1,0,1,0,0,5.667285408700381,0
Pleasure,469.85215701850376,3.3732515378824535,26,40.05927168167793,204.16538926627146,1,1,1,1,1,1,1,1,5,3,1.0,0
Pleasure,404.4431189541837,6.637836131743919,184,60.188021630997206,176.51901236291067,1,1,1,1,1,1,0,1,0,0,3.1766508563185285,0
Business,241.48320476658088,3.044440493402578,339,76.45538896635611,135.04638009788692,1,1,1,1,1,1,1,1,2,2,7.387717976411972,1
Business,113.13488764703733,11.289191246833198,238,57.03407200642542,98.65643839818036,1,1,1,1,1,1,1,1,2,0,3.636125885468273,0
Business,133.2161407418958,14.118321554649038,21,56.31132666375028,146.318550702999,1,1,1,1,1,1,1,1,1,1,1.0,0
Business,422.90262023301534,13.386670575726768,223,53.93896125633783,172.98396996844806,1,1,1,1,1,1,1,1,3,0,1.3800082425542555,0
Business,213.9011021239327,0.9519344412654163,241,37.43237916049958,168.48815874920714,1,1,1,0,1,1,0,1,0,0,6.5958581421840945,1
Pleasure,81.44445531704969,14.1880499509118,287,93.99558867635352,31.010844210260796,1,1,1,1,1,1,1,1,2,0,6.1276384337546155,0
Pleasure,453.6609356341961,9.462011886281484,39,34.388944470458554,7.6450673410853875,1,1,1,1,1,1,1,1,4,3,1.321660171459786,0
Pleasure,293.6967455768359,12.01584956596177,472,94.0153059999787,216.54638269412496,1,1,1,1,1,1,1,1,5,1,8.77458973480121,1
Pleasure,100.3108682733923,13.331992710035374,321,65.93409422537185,19.836376636361237,1,1,1,1,1,1,1,1,3,3,8.41520729538529,1
Pleasure,448.86531634402843,19.871256031748118,352,74.56683709830477,125.0224685452556,1,1,1,1,1,1,1,1,1,2,4.078670600338438,0
Pleasure,253.66706948698518,15.911447627449903,23,80.38359802455962,76.2524235406312,1,1,0,1,0,1,1,1,0,0,4.819557303868545,0
Business,303.07154812754806,3.525551315151807,122,25.40466666009541,117.37696894732386,1,1,1,1,1,1,1,1,0,1,6.636930182918826,0
Business,76.54870301569065,15.562316627158793,64,113.45017692210448,234.76479845833256,1,1,1,0,0,0,0,1,0,0,1.0,0
Pleasure,285.735666418462,10.73637197169128,333,63.15087938017906,160.6173463097949,1,1,1,1,1,1,1,1,2,1,8.77835071172645,1
Business,359.95180066007157,2.475260043493397,290,18.743834412766738,216.04625093397038,1,1,1,1,1,1,1,1,1,2,6.712883775943062,1
Business,163.68928542466938,8.31981817136423,150,32.781250306738976,136.08820743147768,1,1,1,1,1,1,1,1,2,1,2.353843275509757,0
Pleasure,426.92367953113126,17.221520603203956,39,44.39858227126763,61.63998027145913,1,1,1,1,1,1,1,1,4,3,1.4176081005335859,0
Business,216.96059119996622,18.911179975548833,22,63.663099783732456,239.23075189569388,1,1,1,1,1,1,1,1,0,0,1.0,0
Business,121.29730111288202,9.7546618460641,48,114.01350764334647,125.91188181995929,1,1,1,1,0,1,0,1,0,0,3.1986085092825105,0
Business,128.4508838876476,5.0006625431943625,433,71.91423031421718,15.690694542639633,1,1,1,1,1,1,1,1,5,2,8.22358950691757,1
Business,247.01843685380226,16.00871761746873,259,94.79022350626863,70.37473057931157,1,1,1,1,1,1,1,1,1,0,1.330626524150536,0
Pleasure,332.16412457649005,17.697217092118386,389,69.69937981179245,15.527622478837118,1,0,1,0,1,1,1,1,0,0,6.579881551680829,1
Business,293.6232085693334,15.953007154160442,490,90.90966061878922,167.51240531234959,1,1,1,1,1,1,1,1,3,0,1.0,0
Business,413.94163761974687,11.737028025040965,92,114.71676927002618,155.38778882538824,0,1,1,1,1,0,0,1,0,0,1.0,0
Business,184.1272694110446,16.853895699031,474,92.96802043951429,45.99283533563974,1,1,1,1,1,1,1,1,1,0,1.0,0
Business,99.91165830912011,5.245493229550666,485,85.02139900003345,229.8387478120747,1,1,1,1,1,1,1,1,4,3,7.7775517438629915,1
Business,491.0827570041952,18.254600870590632,123,101.35007280356943,92.25840431464806,1,1,1,1,1,1,1,1,4,2,1.0,0
Business,347.3184333531174,7.704588804122931,407,108.74681774853934,76.75630557963335,1,1,1,1,1,1,1,1,4,0,5.060184058145227,0
Pleasure,98.8678430487369,13.75652035290071,192,32.693318712153946,139.57327160042425,1,1,1,0,0,1,0,0,0,0,4.361821156259196,0
Business,326.27363508001235,4.344471333356208,333,40.38286304354613,16.9947956753842,1,1,1,1,1,1,1,1,3,0,5.411975872578502,0
Business,250.07489755942993,0.3379836974805417,405,88.37910232965649,42.40752566576495,1,1,1,1,1,1,1,1,4,0,10.0,1
Business,192.8934920125167,19.85085126403883,450,42.716235199952955,14.635082976423856,1,1,1,1,1,1,1,1,4,2,1.0,0
Pleasure,209.48074246635136,9.485168819376508,53,32.0895036126386,198.13790125192605,1,1,1,1,1,1,1,1,1,0,6.087662447517266,1
Pleasure,357.97722802166413,17.582126227313136,361,83.55913776420877,234.1429986661662,1,1,0,0,1,1,0,1,0,0,3.861452037826764,0
Pleasure,230.1978533241107,11.301464027116841,120,79.90220119128804,121.69832647524196,1,1,1,1,1,1,1,1,3,5,6.286229229113925,1
Business,224.86030436460635,3.577396541976201,442,97.0558361470537,238.45083169450365,1,1,1,1,1,1,1,1,7,0,8.096972093921202,0
Pleasure,224.58389338726795,8.067274671541051,78,55.76268671954084,118.69353178911602,1,1,1,1,1,1,1,1,1,2,6.715121448148184,1
Business,209.54457927189813,8.02865082841622,452,25.0196644097867,145.17761263404557,1,1,1,1,1,1,0,1,0,0,3.3460845131289476,0
Business,339.47244493913576,14.890286816712226,438,94.7914960482102,60.47174802191961,1,1,1,1,1,1,1,1,1,5,4.146894931508801,0
Pleasure,281.96123730669404,11.164908751442024,261,40.627981776516826,133.802602093965,1,1,1,1,1,1,1,1,3,4,6.143147556670602,1
Business,195.98351545841646,5.095851774368667,12,67.6517619508673,84.20361208227007,1,1,1,1,1,1,1,1,1,0,4.538153951804225,0
Pleasure,362.5754509536804,9.659710289950361,403,47.112240183909,201.54640529940312,1,1,1,1,1,1,1,1,1,3,7.416207081486372,1
