NPC ID,NPC friendliness,NPC item value,NPC quest value,NPC gender,NPC class,NPC area level,User ID,User level,User class,Interaction length,Interaction text exchanges,Interaction quests acquired,Interaction transactions
322,95.15,4,2,F,Fighter,40,66602,40,Thief,11.87,13,3,5
336,21.23,-5,1,F,Thief,40,40477,38,Fighter,9.04,16,3,5
318,83.3,3,2,F,Mage,30,76828,31,Fighter,10.98,15,3,4
304,5.37,3,-5,M,Thief,10,53538,15,Mage,9.67,16,4,1
311,81.75,-2,-5,M,Mage,10,45500,7,Mage,6.25,14,2,3
336,18.14,-5,1,F,Thief,40,89408,41,Fighter,10.22,17,3,5
318,77.97,3,2,F,Mage,30,87356,32,Fighter,11.59,17,3,5
315,104.19,-3,-3,F,Fighter,20,41011,24,Fighter,11.1,14,3,4
335,78.38,2,-1,F,Fighter,30,84041,28,Fighter,11.11,16,3,5
317,96.69,4,2,M,Thief,40,66852,45,Thief,11.99,15,3,5
315,96.63,-3,-3,F,Fighter,20,13574,19,Thief,2.59,10,1,4
317,78.99,4,2,M,Thief,40,15146,44,Thief,12.35,15,3,5
335,78.57,2,-1,F,Fighter,30,69284,35,Thief,11.02,15,3,4
320,13.52,-5,4,F,Fighter,40,44819,38,Fighter,8.72,17,3,5
337,59.23,-1,1,F,Thief,40,76336,42,Thief,11.54,16,3,4
348,83.06,-3,1,F,Thief,30,13277,33,Mage,12.22,14,3,4
311,63.83,-2,-5,M,Mage,10,88724,8,Fighter,6.0,14,2,3
329,74.12,0,-1,F,Mage,10,24903,8,Mage,5.63,15,2,3
347,6.68,5,0,F,Mage,10,82947,14,Mage,11.1,15,5,1
348,92.33,-3,1,F,Thief,30,32315,32,Fighter,11.83,14,3,4
332,19.59,3,-2,F,Thief,10,34267,7,Mage,11.18,15,4,1
332,2.07,3,-2,F,Thief,10,58538,6,Mage,10.04,17,5,2
347,0.0,5,0,F,Mage,10,30929,9,Mage,11.69,14,5,1
331,93.54,2,-5,F,Mage,40,17257,38,Fighter,12.5,14,3,5
309,26.7,-5,-3,M,Thief,40,16122,40,Mage,10.33,17,3,5
328,61.05,-2,0,F,Thief,30,72803,26,Fighter,9.91,15,3,4
331,109.43,2,-5,F,Mage,40,14683,37,Thief,11.89,16,3,5
341,1.79,-2,3,F,Fighter,10,30895,10,Thief,11.3,14,5,1
340,24.53,3,0,F,Thief,20,10849,17,Fighter,9.9,17,4,2
315,89.48,-3,-3,F,Fighter,20,23647,24,Fighter,12.01,15,3,4
325,7.57,-3,2,F,Fighter,30,36793,29,Mage,8.82,18,3,6
332,11.3,3,-2,F,Thief,10,31251,8,Mage,10.6,18,5,1
307,43.66,-5,-3,M,Mage,30,87622,33,Mage,10.12,16,3,5
324,1.5,-5,0,M,Fighter,40,56501,37,Fighter,8.7,18,3,5
312,61.92,4,5,M,Mage,10,63765,7,Mage,7.83,16,3,3
322,95.19,4,2,F,Fighter,40,23431,41,Thief,12.03,15,3,5
343,41.82,1,-4,M,Mage,10,56345,9,Mage,8.95,16,3,2
303,41.01,0,1,M,Thief,10,15416,13,Mage,8.68,17,4,2
347,0.0,5,0,F,Mage,10,43442,8,Fighter,11.52,17,5,1
326,44.67,-1,-1,M,Mage,20,23459,25,Fighter,8.64,16,3,5
346,108.09,-3,5,F,Fighter,30,58308,28,Mage,12.24,15,3,4
349,41.65,3,-1,M,Fighter,30,65603,27,Fighter,8.24,17,3,5
346,100.44,-3,5,F,Fighter,30,64351,31,Fighter,11.62,17,3,4
335,62.88,2,-1,F,Fighter,30,45940,27,Fighter,10.92,16,3,5
346,101.57,-3,5,F,Fighter,30,80080,27,Mage,12.06,15,3,4
348,82.88,-3,1,F,Thief,30,20599,28,Mage,11.15,15,3,4
347,0.62,5,0,F,Mage,10,63390,10,Mage,11.38,16,5,1
337,56.35,-1,1,F,Thief,40,31548,43,Fighter,11.61,15,3,4
338,102.09,4,-5,F,Fighter,40,19463,43,Thief,11.69,16,3,5
311,75.64,-2,-5,M,Mage,10,59000,9,Mage,6.32,14,2,3
350,62.73,5,5,F,Mage,40,14141,39,Fighter,11.1,14,3,5
340,18.1,3,0,F,Thief,20,20272,20,Mage,9.75,16,4,2
322,108.63,4,2,F,Fighter,40,84338,44,Mage,11.59,16,3,5
341,5.27,-2,3,F,Fighter,10,44519,8,Mage,11.22,17,5,1
325,2.21,-3,2,F,Fighter,30,42280,25,Fighter,7.64,17,2,6
344,68.44,4,1,M,Fighter,20,40692,15,Fighter,5.11,14,2,3
317,77.54,4,2,M,Thief,40,15105,45,Fighter,11.91,16,3,5
307,46.37,-5,-3,M,Mage,30,86444,33,Mage,9.71,16,3,4
337,38.18,-1,1,F,Thief,40,89310,44,Mage,11.26,15,3,5
332,4.48,3,-2,F,Thief,10,59661,13,Thief,10.52,17,5,2
320,4.76,-5,4,F,Fighter,40,39215,39,Mage,9.37,16,3,5
322,88.59,4,2,F,Fighter,40,22932,38,Fighter,11.95,15,3,5
347,0.0,5,0,F,Mage,10,43561,9,Fighter,11.15,16,5,1
315,101.93,-3,-3,F,Fighter,20,57345,25,Fighter,11.28,15,3,4
333,55.37,-2,5,F,Fighter,30,32315,32,Fighter,9.69,16,3,5
307,37.33,-5,-3,M,Mage,30,87820,25,Thief,9.74,15,3,5
324,13.97,-5,0,M,Fighter,40,21969,45,Fighter,10.77,18,3,5
341,0.0,-2,3,F,Fighter,10,77243,15,Fighter,11.16,14,5,1
329,74.09,0,-1,F,Mage,10,18016,11,Fighter,5.69,15,2,3
319,63.99,0,-3,M,Mage,40,51841,37,Mage,11.19,16,3,4
301,99.99,-2,5,F,Fighter,40,67890,43,Fighter,12.06,16,3,5
316,4.69,0,-3,F,Thief,30,87356,32,Fighter,8.24,16,2,6
310,7.35,-1,-5,F,Mage,30,14573,31,Fighter,7.49,15,3,5
336,1.32,-5,1,F,Thief,40,89408,41,Fighter,10.12,15,3,5
318,82.35,3,2,F,Mage,30,44352,31,Thief,11.6,16,3,5
347,10.54,5,0,F,Mage,10,83886,15,Thief,11.06,17,5,1
310,23.28,-1,-5,F,Mage,30,27597,34,Thief,10.11,16,3,5
328,55.22,-2,0,F,Thief,30,74684,32,Thief,10.4,16,3,4
341,7.16,-2,3,F,Fighter,10,21587,7,Thief,11.34,15,5,1
316,0.0,0,-3,F,Thief,30,64270,33,Thief,7.52,17,3,6
303,45.52,0,1,M,Thief,10,10356,12,Fighter,8.77,16,4,2
321,95.3,0,-1,F,Mage,30,87820,25,Thief,10.67,16,4,5
330,1.21,5,-4,M,Thief,10,82839,10,Fighter,11.04,14,4,2
330,20.68,5,-4,M,Thief,10,58538,6,Mage,10.99,16,5,1
346,117.27,-3,5,F,Fighter,30,88880,32,Thief,11.74,16,3,4
337,42.53,-1,1,F,Thief,40,61925,41,Thief,11.03,15,3,5
331,87.39,2,-5,F,Mage,40,19056,40,Thief,11.85,16,3,5
301,95.72,-2,5,F,Fighter,40,64525,44,Fighter,12.2,15,3,4
328,72.76,-2,0,F,Thief,30,17810,26,Mage,10.16,16,3,4
337,51.97,-1,1,F,Thief,40,16495,37,Fighter,10.46,16,3,5
314,57.42,-2,-2,F,Fighter,30,22280,30,Mage,10.14,17,3,4
341,0.0,-2,3,F,Fighter,10,58718,9,Mage,10.89,16,5,1
333,60.51,-2,5,F,Fighter,30,59889,35,Thief,10.45,15,3,5
325,23.23,-3,2,F,Fighter,30,42737,27,Mage,8.58,15,2,5
317,89.39,4,2,M,Thief,40,63673,45,Fighter,11.55,16,3,5
341,6.23,-2,3,F,Fighter,10,62481,10,Fighter,11.69,14,5,1
318,62.65,3,2,F,Mage,30,89884,35,Thief,11.64,16,3,5
314,61.3,-2,-2,F,Fighter,30,75698,35,Mage,11.4,15,3,5
310,6.8,-1,-5,F,Mage,30,82377,32,Fighter,8.58,16,3,6
330,12.59,5,-4,M,Thief,10,71194,10,Mage,11.34,16,4,1
338,88.6,4,-5,F,Fighter,40,51841,37,Mage,11.96,13,3,5
321,92.92,0,-1,F,Mage,30,42545,31,Thief,11.19,14,3,5
327,94.2,-4,2,M,Mage,20,80343,20,Thief,3.33,13,1,3
337,40.04,-1,1,F,Thief,40,26825,35,Fighter,10.39,16,3,4
330,21.91,5,-4,M,Thief,10,88724,8,Fighter,11.25,13,5,2
326,32.69,-1,-1,M,Mage,20,54368,19,Fighter,8.2,17,3,2
322,103.05,4,2,F,Fighter,40,57751,36,Fighter,12.03,14,3,5
314,56.81,-2,-2,F,Fighter,30,20787,28,Mage,10.15,19,3,5
350,79.71,5,5,F,Mage,40,16122,40,Mage,11.99,14,3,5
337,39.28,-1,1,F,Thief,40,56013,36,Thief,10.58,16,3,5
307,37.6,-5,-3,M,Mage,30,16366,27,Thief,10.2,16,3,5
308,99.47,-2,5,F,Mage,20,34454,21,Mage,11.05,15,3,4
335,68.99,2,-1,F,Fighter,30,74841,31,Thief,10.53,16,3,5
326,39.9,-1,-1,M,Mage,20,19747,20,Thief,8.2,16,3,2
338,101.83,4,-5,F,Fighter,40,56501,37,Fighter,11.79,15,3,5
328,67.77,-2,0,F,Thief,30,72594,27,Fighter,10.53,16,3,5
307,48.78,-5,-3,M,Mage,30,38685,27,Fighter,9.66,17,3,4
333,58.73,-2,5,F,Fighter,30,72803,26,Fighter,9.65,17,3,5
344,65.84,4,1,M,Fighter,20,24787,16,Thief,6.26,15,2,3
326,48.36,-1,-1,M,Mage,20,16136,25,Mage,8.2,18,3,5
338,90.0,4,-5,F,Fighter,40,85255,43,Thief,11.69,17,4,4
344,76.59,4,1,M,Fighter,20,12799,17,Fighter,5.63,14,2,3
317,87.45,4,2,M,Thief,40,31548,43,Fighter,11.5,14,3,5
347,0.23,5,0,F,Mage,10,69632,14,Fighter,11.28,15,5,1
321,88.63,0,-1,F,Mage,30,72803,26,Fighter,11.94,16,3,5
344,67.51,4,1,M,Fighter,20,81514,23,Fighter,10.71,15,3,5
346,112.77,-3,5,F,Fighter,30,43701,30,Thief,12.19,14,3,4
348,75.22,-3,1,F,Thief,30,87113,25,Thief,10.34,15,3,4
314,51.27,-2,-2,F,Fighter,30,32315,32,Fighter,9.87,17,4,5
314,50.74,-2,-2,F,Fighter,30,83045,26,Mage,10.47,16,3,4
303,41.44,0,1,M,Thief,10,33920,7,Fighter,9.36,17,4,2
319,69.19,0,-3,M,Mage,40,57260,41,Mage,11.27,16,3,5
316,6.62,0,-3,F,Thief,30,10827,34,Thief,7.99,16,2,6
301,85.78,-2,5,F,Fighter,40,77964,42,Thief,11.87,16,3,4
336,23.23,-5,1,F,Thief,40,42779,42,Mage,9.93,16,3,5
341,0.0,-2,3,F,Fighter,10,53538,15,Mage,10.8,17,5,1
338,104.34,4,-5,F,Fighter,40,84338,44,Mage,11.61,14,3,5
312,51.25,4,5,M,Mage,10,31251,8,Mage,7.16,15,3,3
339,89.17,5,3,F,Fighter,10,37481,8,Fighter,4.26,12,2,4
304,14.45,3,-5,M,Thief,10,53112,9,Mage,10.64,16,4,1
348,85.97,-3,1,F,Thief,30,58308,28,Mage,11.33,16,3,4
330,23.48,5,-4,M,Thief,10,38217,6,Thief,11.06,14,4,1
302,50.9,2,-5,F,Mage,10,87102,5,Mage,8.11,16,3,3
345,56.58,-5,-4,M,Fighter,30,55217,27,Mage,9.69,15,3,4
336,9.68,-5,1,F,Thief,40,87591,36,Mage,9.52,15,3,5
332,3.81,3,-2,F,Thief,10,31403,15,Mage,9.78,18,4,1
337,37.07,-1,1,F,Thief,40,29767,40,Fighter,11.19,16,3,5
326,42.88,-1,-1,M,Mage,20,48211,20,Fighter,9.28,16,3,2
342,91.39,5,1,M,Mage,40,84287,36,Thief,11.1,14,3,5
322,88.9,4,2,F,Fighter,40,45475,45,Mage,11.82,16,3,5
347,1.67,5,0,F,Mage,10,31117,10,Thief,10.5,15,5,1
349,47.76,3,-1,M,Fighter,30,17566,32,Mage,10.03,16,3,5
308,91.81,-2,5,F,Mage,20,11682,25,Thief,11.8,17,3,4
322,95.68,4,2,F,Fighter,40,56501,37,Fighter,12.32,14,3,5
350,68.58,5,5,F,Mage,40,68077,41,Fighter,11.45,14,3,5
307,58.62,-5,-3,M,Mage,30,17430,26,Fighter,9.53,16,3,5
313,37.08,5,-5,F,Thief,10,23904,14,Fighter,8.06,16,3,2
320,21.68,-5,4,F,Fighter,40,42251,39,Thief,10.2,17,3,5
318,77.21,3,2,F,Mage,30,82350,31,Thief,10.86,17,3,5
309,25.4,-5,-3,M,Thief,40,26825,35,Fighter,10.24,18,3,5
348,82.56,-3,1,F,Thief,30,84716,25,Mage,10.83,16,3,4
310,23.76,-1,-5,F,Mage,30,72442,25,Thief,7.34,16,3,6
313,53.82,5,-5,F,Thief,10,34787,7,Fighter,8.72,18,3,2
339,88.35,5,3,F,Fighter,10,87796,9,Thief,4.46,14,2,4
331,99.63,2,-5,F,Mage,40,16311,42,Fighter,11.53,15,3,5
337,51.88,-1,1,F,Thief,40,49458,40,Mage,10.99,16,3,5
309,25.53,-5,-3,M,Thief,40,71439,44,Fighter,11.27,17,3,5
323,0.0,-2,3,F,Mage,30,48423,31,Thief,7.75,16,2,6
307,54.88,-5,-3,M,Mage,30,48478,27,Thief,9.88,17,3,5
328,64.01,-2,0,F,Thief,30,35318,34,Thief,10.68,16,3,4
317,89.42,4,2,M,Thief,40,78198,35,Thief,12.23,14,3,5
304,21.94,3,-5,M,Thief,10,37032,9,Fighter,11.37,16,5,2
346,108.84,-3,5,F,Fighter,30,89092,27,Mage,11.48,17,3,5
324,18.41,-5,0,M,Fighter,40,84392,40,Fighter,10.24,16,3,5
317,93.47,4,2,M,Thief,40,70643,38,Fighter,11.62,16,3,5
346,98.6,-3,5,F,Fighter,30,26151,30,Mage,12.05,15,3,4
348,92.5,-3,1,F,Thief,30,20887,28,Mage,11.74,15,3,5
331,92.58,2,-5,F,Mage,40,68113,44,Thief,12.18,16,3,4
312,73.02,4,5,M,Mage,10,31193,10,Thief,7.06,17,3,3
350,83.32,5,5,F,Mage,40,58311,39,Mage,11.32,14,3,5
344,63.89,4,1,M,Fighter,20,10182,24,Fighter,10.87,15,3,5
338,100.79,4,-5,F,Fighter,40,57759,39,Thief,11.93,16,3,5
334,56.45,0,1,M,Fighter,40,15064,45,Fighter,11.37,16,4,4
329,79.15,0,-1,F,Mage,10,38000,12,Thief,5.58,15,2,3
302,71.16,2,-5,F,Mage,10,71324,9,Thief,7.1,16,3,3
334,64.84,0,1,M,Fighter,40,67017,35,Mage,11.12,16,3,4
327,78.95,-4,2,M,Mage,20,36942,22,Fighter,10.02,15,3,4
309,38.67,-5,-3,M,Thief,40,22840,36,Mage,10.83,16,3,5
342,94.08,5,1,M,Mage,40,33896,45,Fighter,11.45,16,3,5
320,15.02,-5,4,F,Fighter,40,58311,39,Mage,9.54,17,3,5
345,49.31,-5,-4,M,Fighter,30,76651,32,Thief,9.95,15,3,5
338,100.53,4,-5,F,Fighter,40,71618,41,Mage,12.5,15,4,4
316,0.0,0,-3,F,Thief,30,24058,28,Mage,7.61,16,2,5
334,72.86,0,1,M,Fighter,40,34893,39,Mage,10.8,16,3,4
321,96.35,0,-1,F,Mage,30,42679,34,Mage,11.39,17,3,4
302,62.12,2,-5,F,Mage,10,68983,15,Mage,7.44,16,3,3
307,39.55,-5,-3,M,Mage,30,25449,31,Fighter,10.08,16,3,4
315,94.73,-3,-3,F,Fighter,20,28124,18,Mage,2.25,9,1,3
331,105.69,2,-5,F,Mage,40,81499,43,Fighter,12.06,15,3,4
327,82.51,-4,2,M,Mage,20,48331,25,Mage,10.76,17,3,4
321,86.26,0,-1,F,Mage,30,48725,29,Fighter,11.95,16,4,5
338,86.96,4,-5,F,Fighter,40,87591,36,Mage,11.53,15,3,5
318,71.46,3,2,F,Mage,30,87530,32,Fighter,10.93,16,3,5
305,29.34,0,-2,F,Thief,30,75694,35,Thief,9.92,17,3,5
309,38.85,-5,-3,M,Thief,40,22786,39,Thief,11.1,15,3,5
317,95.08,4,2,M,Thief,40,43850,42,Fighter,12.5,16,3,5
334,53.96,0,1,M,Fighter,40,65857,39,Fighter,11.42,14,3,4
337,47.91,-1,1,F,Thief,40,14904,36,Mage,10.76,17,3,5
341,8.24,-2,3,F,Fighter,10,86605,9,Fighter,10.86,16,5,1
325,13.96,-3,2,F,Fighter,30,82682,30,Mage,7.73,17,3,5
335,79.42,2,-1,F,Fighter,30,83128,30,Thief,11.16,16,3,5
347,4.41,5,0,F,Mage,10,18016,11,Fighter,11.39,15,5,1
335,77.39,2,-1,F,Fighter,30,42545,31,Thief,11.43,16,3,5
310,1.01,-1,-5,F,Mage,30,21468,27,Mage,8.32,15,2,6
331,103.74,2,-5,F,Mage,40,67890,43,Fighter,11.78,15,3,4
337,57.76,-1,1,F,Thief,40,55675,38,Mage,10.61,16,3,5
305,31.58,0,-2,F,Thief,30,87960,34,Mage,9.09,15,3,5
309,43.0,-5,-3,M,Thief,40,83926,44,Mage,10.47,16,3,5
331,109.58,2,-5,F,Mage,40,15064,45,Fighter,11.47,14,3,5
331,94.37,2,-5,F,Mage,40,57092,44,Mage,12.14,14,4,5
313,42.69,5,-5,F,Thief,10,54238,7,Mage,8.32,16,3,2
303,42.49,0,1,M,Thief,10,47194,12,Mage,8.66,16,4,2
331,90.68,2,-5,F,Mage,40,22932,38,Fighter,11.44,15,3,5
301,108.45,-2,5,F,Fighter,40,62543,43,Fighter,11.59,14,3,4
338,88.03,4,-5,F,Fighter,40,33872,45,Fighter,11.79,15,3,5
312,53.53,4,5,M,Mage,10,78461,9,Fighter,7.13,16,3,3
301,104.29,-2,5,F,Fighter,40,43761,36,Thief,11.69,16,3,4
350,72.64,5,5,F,Mage,40,42785,35,Fighter,11.76,16,3,5
333,60.65,-2,5,F,Fighter,30,72442,25,Thief,9.68,18,3,5
346,109.5,-3,5,F,Fighter,30,24163,33,Mage,11.78,15,3,4
322,108.43,4,2,F,Fighter,40,49458,40,Mage,12.07,16,3,5
336,9.27,-5,1,F,Thief,40,20902,44,Thief,10.5,16,3,5
301,91.84,-2,5,F,Fighter,40,82229,43,Mage,11.73,16,4,4
347,11.3,5,0,F,Mage,10,71222,14,Thief,10.87,14,5,1
343,35.72,1,-4,M,Mage,10,65579,12,Thief,8.56,17,4,2
304,5.28,3,-5,M,Thief,10,31248,7,Thief,10.88,16,4,1
344,75.67,4,1,M,Fighter,20,10849,17,Fighter,5.53,14,2,3
326,45.55,-1,-1,M,Mage,20,52461,15,Thief,9.04,16,4,2
321,92.04,0,-1,F,Mage,30,89092,27,Mage,11.31,15,4,4
341,4.52,-2,3,F,Fighter,10,44584,15,Fighter,10.36,15,4,1
347,0.0,5,0,F,Mage,10,71324,9,Thief,10.76,15,5,1
315,105.85,-3,-3,F,Fighter,20,57762,24,Mage,11.73,13,3,4
319,72.91,0,-3,M,Mage,40,80223,37,Fighter,11.25,16,3,5
319,63.28,0,-3,M,Mage,40,25054,44,Mage,12.33,15,3,5
305,24.67,0,-2,F,Thief,30,27922,33,Thief,8.8,17,3,5
339,90.84,5,3,F,Fighter,10,61064,14,Mage,3.34,12,1,3
350,68.65,5,5,F,Mage,40,21045,45,Thief,11.51,14,3,5
327,95.27,-4,2,M,Mage,20,26828,22,Thief,11.47,17,3,4
325,13.57,-3,2,F,Fighter,30,58507,25,Mage,7.36,16,2,5
318,80.51,3,2,F,Mage,30,52136,34,Thief,11.77,16,3,5
317,83.5,4,2,M,Thief,40,16495,37,Fighter,12.05,15,3,5
341,0.0,-2,3,F,Fighter,10,56345,9,Mage,10.69,15,5,1
332,2.69,3,-2,F,Thief,10,53538,15,Mage,9.9,15,4,1
350,84.84,5,5,F,Mage,40,14683,37,Thief,11.64,16,3,5
302,69.93,2,-5,F,Mage,10,74518,8,Mage,7.44,16,3,3
343,31.28,1,-4,M,Mage,10,89276,13,Thief,9.55,16,3,2
342,89.64,5,1,M,Mage,40,51500,35,Mage,11.57,15,3,5
348,95.21,-3,1,F,Thief,30,86000,34,Mage,12.37,16,3,4
330,8.65,5,-4,M,Thief,10,57419,9,Mage,9.87,16,4,1
329,72.67,0,-1,F,Mage,10,25790,13,Fighter,5.89,17,2,3
336,10.55,-5,1,F,Thief,40,26825,35,Fighter,8.68,17,3,5
319,75.71,0,-3,M,Mage,40,84287,36,Thief,11.49,15,3,5
309,26.52,-5,-3,M,Thief,40,57751,36,Fighter,10.01,16,3,5
335,77.53,2,-1,F,Fighter,30,15597,32,Thief,11.77,15,3,5
342,94.23,5,1,M,Mage,40,85728,43,Thief,11.74,14,3,5
314,63.31,-2,-2,F,Fighter,30,27231,31,Mage,11.28,16,3,4
340,32.44,3,0,F,Thief,20,64974,17,Mage,9.74,17,4,2
333,39.31,-2,5,F,Fighter,30,24544,33,Fighter,9.86,16,3,5
318,78.3,3,2,F,Mage,30,83921,35,Fighter,11.34,15,3,4
335,70.67,2,-1,F,Fighter,30,72803,26,Fighter,10.67,16,3,5
302,71.15,2,-5,F,Mage,10,47012,11,Fighter,7.33,18,2,3
342,106.18,5,1,M,Mage,40,42785,35,Fighter,11.82,15,4,5
303,41.72,0,1,M,Thief,10,61064,14,Mage,9.8,16,3,2
337,40.58,-1,1,F,Thief,40,76756,43,Fighter,11.34,16,3,5
305,35.17,0,-2,F,Thief,30,24942,30,Fighter,9.01,16,3,5
311,66.52,-2,-5,M,Mage,10,86822,14,Mage,6.11,14,2,3
328,72.4,-2,0,F,Thief,30,27597,34,Thief,10.83,16,3,5
317,97.53,4,2,M,Thief,40,19056,40,Thief,12.16,15,3,5
317,87.4,4,2,M,Thief,40,23431,41,Thief,12.06,15,4,5
316,0.0,0,-3,F,Thief,30,80080,27,Mage,7.39,15,2,6
331,100.25,2,-5,F,Mage,40,26362,43,Mage,11.6,14,3,5
343,25.03,1,-4,M,Mage,10,81846,9,Mage,9.5,18,3,2
327,77.32,-4,2,M,Mage,20,18057,18,Mage,3.96,13,1,3
321,104.71,0,-1,F,Mage,30,34213,32,Fighter,12.23,16,4,5
330,22.3,5,-4,M,Thief,10,29685,12,Mage,11.31,16,5,1
338,95.75,4,-5,F,Fighter,40,57092,44,Mage,11.4,16,4,4
316,0.96,0,-3,F,Thief,30,32438,31,Thief,7.45,16,3,6
322,96.03,4,2,F,Fighter,40,12029,38,Fighter,12.06,13,3,5
322,103.59,4,2,F,Fighter,40,58388,40,Thief,12.22,15,4,5
311,70.94,-2,-5,M,Mage,10,60001,11,Thief,5.31,13,2,3
346,115.9,-3,5,F,Fighter,30,25449,31,Fighter,11.81,15,3,4
317,85.53,4,2,M,Thief,40,15768,43,Fighter,11.85,15,3,5
326,27.9,-1,-1,M,Mage,20,44584,15,Fighter,9.3,16,3,2
335,72.21,2,-1,F,Fighter,30,87423,28,Thief,10.77,17,3,5
326,39.29,-1,-1,M,Mage,20,83013,15,Fighter,9.59,16,3,2
321,100.97,0,-1,F,Mage,30,20599,28,Mage,11.63,17,3,4
317,74.41,4,2,M,Thief,40,19512,41,Fighter,11.85,15,4,5
346,108.64,-3,5,F,Fighter,30,76651,32,Thief,11.71,15,3,4
328,66.07,-2,0,F,Thief,30,72803,26,Fighter,9.84,17,3,5
301,99.39,-2,5,F,Fighter,40,81724,40,Mage,11.51,16,3,5
313,58.49,5,-5,F,Thief,10,26857,10,Thief,8.73,17,3,2
323,0.49,-2,3,F,Mage,30,73743,26,Mage,7.68,15,2,6
345,50.18,-5,-4,M,Fighter,30,27138,30,Thief,9.13,16,3,4
335,62.05,2,-1,F,Fighter,30,76128,35,Fighter,12.03,16,3,5
350,64.75,5,5,F,Mage,40,89310,44,Mage,11.42,15,3,5
330,8.78,5,-4,M,Thief,10,14487,9,Thief,10.14,16,4,2
335,75.37,2,-1,F,Fighter,30,63006,30,Mage,11.52,17,3,4
319,78.8,0,-3,M,Mage,40,57235,37,Thief,11.51,16,3,4
341,1.75,-2,3,F,Fighter,10,59330,8,Mage,11.11,16,5,1
343,45.98,1,-4,M,Mage,10,44443,10,Mage,8.77,17,4,2
341,0.0,-2,3,F,Fighter,10,42008,5,Mage,11.02,17,5,1
314,67.61,-2,-2,F,Fighter,30,84041,28,Fighter,9.36,16,3,5
323,11.42,-2,3,F,Mage,30,27597,34,Thief,8.34,14,3,6
313,39.17,5,-5,F,Thief,10,69632,14,Fighter,7.71,16,3,2
304,15.98,3,-5,M,Thief,10,87982,10,Thief,10.66,15,4,1
346,100.66,-3,5,F,Fighter,30,70834,35,Thief,12.03,15,3,4
349,42.62,3,-1,M,Fighter,30,27231,31,Mage,9.02,17,3,5
309,36.67,-5,-3,M,Thief,40,71439,44,Fighter,10.2,15,3,5
332,0.34,3,-2,F,Thief,10,53538,15,Mage,10.32,16,4,1
326,37.95,-1,-1,M,Mage,20,53559,19,Fighter,8.72,17,3,2
319,77.24,0,-3,M,Mage,40,51841,37,Mage,11.86,15,3,4
330,1.1,5,-4,M,Thief,10,25928,7,Mage,10.25,15,5,1
311,82.14,-2,-5,M,Mage,10,34087,12,Thief,5.83,14,2,3
346,99.47,-3,5,F,Fighter,30,87622,33,Mage,12.28,14,3,4
330,9.61,5,-4,M,Thief,10,82947,14,Mage,10.7,15,4,1
333,52.2,-2,5,F,Fighter,30,80485,31,Fighter,9.85,16,3,5
324,1.52,-5,0,M,Fighter,40,71637,43,Fighter,10.53,16,3,5
338,102.83,4,-5,F,Fighter,40,59889,35,Thief,11.42,14,3,5
335,72.17,2,-1,F,Fighter,30,24544,33,Fighter,11.37,16,3,4
324,18.61,-5,0,M,Fighter,40,71439,44,Fighter,10.29,16,3,5
303,35.73,0,1,M,Thief,10,71324,9,Thief,9.77,15,4,2
319,69.84,0,-3,M,Mage,40,51500,35,Mage,11.76,16,4,4
332,6.78,3,-2,F,Thief,10,60657,10,Mage,10.91,17,4,2
342,96.04,5,1,M,Mage,40,20795,43,Fighter,11.59,15,3,5
349,30.41,3,-1,M,Fighter,30,24163,33,Mage,10.29,17,3,5
324,0.75,-5,0,M,Fighter,40,14141,39,Fighter,10.22,16,3,5
323,3.48,-2,3,F,Mage,30,40218,28,Mage,7.98,16,2,6
323,0.0,-2,3,F,Mage,30,78198,35,Thief,8.72,18,3,5
313,56.54,5,-5,F,Thief,10,35954,13,Mage,8.57,15,3,3
335,63.36,2,-1,F,Fighter,30,87113,25,Thief,10.4,15,3,5
342,90.99,5,1,M,Mage,40,25953,39,Thief,11.81,14,3,5
307,51.27,-5,-3,M,Mage,30,47511,25,Thief,9.36,17,3,4
336,13.51,-5,1,F,Thief,40,12073,38,Fighter,9.45,17,3,5
340,29.12,3,0,F,Thief,20,30406,17,Fighter,10.03,15,4,2
334,69.57,0,1,M,Fighter,40,26234,45,Fighter,11.37,15,3,4
302,53.55,2,-5,F,Mage,10,78490,15,Thief,6.21,15,2,3
337,46.3,-1,1,F,Thief,40,77631,44,Fighter,11.61,17,3,5
328,60.05,-2,0,F,Thief,30,63006,30,Mage,9.9,18,3,4
302,66.43,2,-5,F,Mage,10,71324,9,Thief,6.65,15,3,3
309,30.23,-5,-3,M,Thief,40,66602,40,Thief,10.23,17,3,5
333,50.22,-2,5,F,Fighter,30,16136,25,Mage,9.42,17,3,5
338,91.63,4,-5,F,Fighter,40,79430,39,Mage,12.39,14,3,5
319,67.08,0,-3,M,Mage,40,14683,37,Thief,11.76,15,3,4
337,58.33,-1,1,F,Thief,40,48349,36,Thief,9.9,17,3,5
334,59.01,0,1,M,Fighter,40,61041,43,Mage,11.99,15,3,4
313,52.47,5,-5,F,Thief,10,73789,5,Mage,8.57,17,3,2
337,37.26,-1,1,F,Thief,40,60392,36,Fighter,11.04,16,3,5
333,56.45,-2,5,F,Fighter,30,15888,27,Mage,9.57,16,3,5
321,96.62,0,-1,F,Mage,30,45657,34,Thief,12.23,15,3,5
343,34.63,1,-4,M,Mage,10,33920,7,Fighter,9.05,17,3,2
